Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,2 wk ahead,Bin,percent,12.8,12.9,0.000522144
US National,2 wk ahead,Bin,percent,12.9,13,0.000522144
US National,2 wk ahead,Bin,percent,13,100,0.000522144
US National,3 wk ahead,Point,percent,NA,NA,2.1
US National,3 wk ahead,Bin,percent,0,0.1,0.00052347
US National,3 wk ahead,Bin,percent,0.1,0.2,0.00052347
US National,3 wk ahead,Bin,percent,0.2,0.3,0.00052347
US National,3 wk ahead,Bin,percent,0.3,0.4,0.00052347
US National,3 wk ahead,Bin,percent,0.4,0.5,0.00052347
US National,3 wk ahead,Bin,percent,0.5,0.6,0.00052347
US National,3 wk ahead,Bin,percent,0.6,0.7,0.00052347
US National,3 wk ahead,Bin,percent,0.7,0.8,0.00052347
US National,3 wk ahead,Bin,percent,0.8,0.9,0.00052347
US National,3 wk ahead,Bin,percent,0.9,1,0.00052347
US National,3 wk ahead,Bin,percent,1,1.1,0.00052347
US National,3 wk ahead,Bin,percent,1.1,1.2,0.000946455
US National,3 wk ahead,Bin,percent,1.2,1.3,0.001577426
US National,3 wk ahead,Bin,percent,1.3,1.4,0.005205505
US National,3 wk ahead,Bin,percent,1.4,1.5,0.013802474
US National,3 wk ahead,Bin,percent,1.5,1.6,0.025081067
US National,3 wk ahead,Bin,percent,1.6,1.7,0.046455184
US National,3 wk ahead,Bin,percent,1.7,1.8,0.06956447
US National,3 wk ahead,Bin,percent,1.8,1.9,0.09054423
US National,3 wk ahead,Bin,percent,1.9,2,0.103400249
US National,3 wk ahead,Bin,percent,2,2.1,0.117281594
US National,3 wk ahead,Bin,percent,2.1,2.2,0.109236724
US National,3 wk ahead,Bin,percent,2.2,2.3,0.092200527
US National,3 wk ahead,Bin,percent,2.3,2.4,0.077214984
US National,3 wk ahead,Bin,percent,2.4,2.5,0.056314094
US National,3 wk ahead,Bin,percent,2.5,2.6,0.039908868
US National,3 wk ahead,Bin,percent,2.6,2.7,0.031075285
US National,3 wk ahead,Bin,percent,2.7,2.8,0.021689602
US National,3 wk ahead,Bin,percent,2.8,2.9,0.014591187
US National,3 wk ahead,Bin,percent,2.9,3,0.009306811
US National,3 wk ahead,Bin,percent,3,3.1,0.006467445
US National,3 wk ahead,Bin,percent,3.1,3.2,0.004416792
US National,3 wk ahead,Bin,percent,3.2,3.3,0.003628079
US National,3 wk ahead,Bin,percent,3.3,3.4,0.001971782
US National,3 wk ahead,Bin,percent,3.4,3.5,0.00126194
US National,3 wk ahead,Bin,percent,3.5,3.6,0.000552099
US National,3 wk ahead,Bin,percent,3.6,3.7,0.000709842
US National,3 wk ahead,Bin,percent,3.7,3.8,0.00052347
US National,3 wk ahead,Bin,percent,3.8,3.9,0.00052347
US National,3 wk ahead,Bin,percent,3.9,4,0.00063097
US National,3 wk ahead,Bin,percent,4,4.1,0.00052347
US National,3 wk ahead,Bin,percent,4.1,4.2,0.00052347
US National,3 wk ahead,Bin,percent,4.2,4.3,0.00052347
US National,3 wk ahead,Bin,percent,4.3,4.4,0.00052347
US National,3 wk ahead,Bin,percent,4.4,4.5,0.00052347
US National,3 wk ahead,Bin,percent,4.5,4.6,0.00052347
US National,3 wk ahead,Bin,percent,4.6,4.7,0.00052347
US National,3 wk ahead,Bin,percent,4.7,4.8,0.00052347
US National,3 wk ahead,Bin,percent,4.8,4.9,0.00052347
US National,3 wk ahead,Bin,percent,4.9,5,0.00052347
US National,3 wk ahead,Bin,percent,5,5.1,0.00052347
US National,3 wk ahead,Bin,percent,5.1,5.2,0.00052347
US National,3 wk ahead,Bin,percent,5.2,5.3,0.00052347
US National,3 wk ahead,Bin,percent,5.3,5.4,0.00052347
US National,3 wk ahead,Bin,percent,5.4,5.5,0.00052347
US National,3 wk ahead,Bin,percent,5.5,5.6,0.00052347
US National,3 wk ahead,Bin,percent,5.6,5.7,0.00052347
US National,3 wk ahead,Bin,percent,5.7,5.8,0.00052347
US National,3 wk ahead,Bin,percent,5.8,5.9,0.00052347
US National,3 wk ahead,Bin,percent,5.9,6,0.00052347
US National,3 wk ahead,Bin,percent,6,6.1,0.00052347
US National,3 wk ahead,Bin,percent,6.1,6.2,0.00052347
US National,3 wk ahead,Bin,percent,6.2,6.3,0.00052347
US National,3 wk ahead,Bin,percent,6.3,6.4,0.00052347
US National,3 wk ahead,Bin,percent,6.4,6.5,0.00052347
US National,3 wk ahead,Bin,percent,6.5,6.6,0.00052347
US National,3 wk ahead,Bin,percent,6.6,6.7,0.00052347
US National,3 wk ahead,Bin,percent,6.7,6.8,0.00052347
US National,3 wk ahead,Bin,percent,6.8,6.9,0.00052347
US National,3 wk ahead,Bin,percent,6.9,7,0.00052347
US National,3 wk ahead,Bin,percent,7,7.1,0.00052347
US National,3 wk ahead,Bin,percent,7.1,7.2,0.00052347
US National,3 wk ahead,Bin,percent,7.2,7.3,0.00052347
US National,3 wk ahead,Bin,percent,7.3,7.4,0.00052347
US National,3 wk ahead,Bin,percent,7.4,7.5,0.00052347
US National,3 wk ahead,Bin,percent,7.5,7.6,0.00052347
US National,3 wk ahead,Bin,percent,7.6,7.7,0.00052347
US National,3 wk ahead,Bin,percent,7.7,7.8,0.00052347
US National,3 wk ahead,Bin,percent,7.8,7.9,0.00052347
US National,3 wk ahead,Bin,percent,7.9,8,0.00052347
US National,3 wk ahead,Bin,percent,8,8.1,0.00052347
US National,3 wk ahead,Bin,percent,8.1,8.2,0.00052347
US National,3 wk ahead,Bin,percent,8.2,8.3,0.00052347
US National,3 wk ahead,Bin,percent,8.3,8.4,0.00052347
US National,3 wk ahead,Bin,percent,8.4,8.5,0.00052347
US National,3 wk ahead,Bin,percent,8.5,8.6,0.00052347
US National,3 wk ahead,Bin,percent,8.6,8.7,0.00052347
US National,3 wk ahead,Bin,percent,8.7,8.8,0.00052347
US National,3 wk ahead,Bin,percent,8.8,8.9,0.00052347
US National,3 wk ahead,Bin,percent,8.9,9,0.00052347
US National,3 wk ahead,Bin,percent,9,9.1,0.00052347
US National,3 wk ahead,Bin,percent,9.1,9.2,0.00052347
US National,3 wk ahead,Bin,percent,9.2,9.3,0.00052347
US National,3 wk ahead,Bin,percent,9.3,9.4,0.00052347
US National,3 wk ahead,Bin,percent,9.4,9.5,0.00052347
US National,3 wk ahead,Bin,percent,9.5,9.6,0.00052347
US National,3 wk ahead,Bin,percent,9.6,9.7,0.00052347
US National,3 wk ahead,Bin,percent,9.7,9.8,0.00052347
US National,3 wk ahead,Bin,percent,9.8,9.9,0.00052347
US National,3 wk ahead,Bin,percent,9.9,10,0.00052347
US National,3 wk ahead,Bin,percent,10,10.1,0.00052347
US National,3 wk ahead,Bin,percent,10.1,10.2,0.00052347
US National,3 wk ahead,Bin,percent,10.2,10.3,0.00052347
US National,3 wk ahead,Bin,percent,10.3,10.4,0.00052347
US National,3 wk ahead,Bin,percent,10.4,10.5,0.00052347
US National,3 wk ahead,Bin,percent,10.5,10.6,0.00052347
US National,3 wk ahead,Bin,percent,10.6,10.7,0.00052347
US National,3 wk ahead,Bin,percent,10.7,10.8,0.00052347
US National,3 wk ahead,Bin,percent,10.8,10.9,0.00052347
US National,3 wk ahead,Bin,percent,10.9,11,0.00052347
US National,3 wk ahead,Bin,percent,11,11.1,0.00052347
US National,3 wk ahead,Bin,percent,11.1,11.2,0.00052347
US National,3 wk ahead,Bin,percent,11.2,11.3,0.00052347
US National,3 wk ahead,Bin,percent,11.3,11.4,0.00052347
US National,3 wk ahead,Bin,percent,11.4,11.5,0.00052347
US National,3 wk ahead,Bin,percent,11.5,11.6,0.00052347
US National,3 wk ahead,Bin,percent,11.6,11.7,0.00052347
US National,3 wk ahead,Bin,percent,11.7,11.8,0.00052347
US National,3 wk ahead,Bin,percent,11.8,11.9,0.00052347
US National,3 wk ahead,Bin,percent,11.9,12,0.00052347
US National,3 wk ahead,Bin,percent,12,12.1,0.00052347
US National,3 wk ahead,Bin,percent,12.1,12.2,0.00052347
US National,3 wk ahead,Bin,percent,12.2,12.3,0.00052347
US National,3 wk ahead,Bin,percent,12.3,12.4,0.00052347
US National,3 wk ahead,Bin,percent,12.4,12.5,0.00052347
US National,3 wk ahead,Bin,percent,12.5,12.6,0.00052347
US National,3 wk ahead,Bin,percent,12.6,12.7,0.00052347
US National,3 wk ahead,Bin,percent,12.7,12.8,0.00052347
US National,3 wk ahead,Bin,percent,12.8,12.9,0.00052347
US National,3 wk ahead,Bin,percent,12.9,13,0.00052347
US National,3 wk ahead,Bin,percent,13,100,0.00052347
US National,4 wk ahead,Point,percent,NA,NA,2.2
US National,4 wk ahead,Bin,percent,0,0.1,0.000524338
US National,4 wk ahead,Bin,percent,0.1,0.2,0.000524338
US National,4 wk ahead,Bin,percent,0.2,0.3,0.000524338
US National,4 wk ahead,Bin,percent,0.3,0.4,0.000524338
US National,4 wk ahead,Bin,percent,0.4,0.5,0.000524338
US National,4 wk ahead,Bin,percent,0.5,0.6,0.000524338
US National,4 wk ahead,Bin,percent,0.6,0.7,0.000524338
US National,4 wk ahead,Bin,percent,0.7,0.8,0.000524338
US National,4 wk ahead,Bin,percent,0.8,0.9,0.000524338
US National,4 wk ahead,Bin,percent,0.9,1,0.000524338
US National,4 wk ahead,Bin,percent,1,1.1,0.000524338
US National,4 wk ahead,Bin,percent,1.1,1.2,0.000524338
US National,4 wk ahead,Bin,percent,1.2,1.3,0.001264034
US National,4 wk ahead,Bin,percent,1.3,1.4,0.00221206
US National,4 wk ahead,Bin,percent,1.4,1.5,0.008769237
US National,4 wk ahead,Bin,percent,1.5,1.6,0.016985458
US National,4 wk ahead,Bin,percent,1.6,1.7,0.031442848
US National,4 wk ahead,Bin,percent,1.7,1.8,0.049850345
US National,4 wk ahead,Bin,percent,1.8,1.9,0.069442874
US National,4 wk ahead,Bin,percent,1.9,2,0.08374226
US National,4 wk ahead,Bin,percent,2,2.1,0.090773449
US National,4 wk ahead,Bin,percent,2.1,2.2,0.097804639
US National,4 wk ahead,Bin,percent,2.2,2.3,0.096461603
US National,4 wk ahead,Bin,percent,2.3,2.4,0.0889564
US National,4 wk ahead,Bin,percent,2.4,2.5,0.075763044
US National,4 wk ahead,Bin,percent,2.5,2.6,0.059962618
US National,4 wk ahead,Bin,percent,2.6,2.7,0.045821236
US National,4 wk ahead,Bin,percent,2.7,2.8,0.033180895
US National,4 wk ahead,Bin,percent,2.8,2.9,0.023779642
US National,4 wk ahead,Bin,percent,2.9,3,0.019829535
US National,4 wk ahead,Bin,percent,3,3.1,0.015247411
US National,4 wk ahead,Bin,percent,3.1,3.2,0.009480256
US National,4 wk ahead,Bin,percent,3.2,3.3,0.006873185
US National,4 wk ahead,Bin,percent,3.3,3.4,0.006162166
US National,4 wk ahead,Bin,percent,3.4,3.5,0.004108111
US National,4 wk ahead,Bin,percent,3.5,3.6,0.002765075
US National,4 wk ahead,Bin,percent,3.6,3.7,0.001896051
US National,4 wk ahead,Bin,percent,3.7,3.8,0.001343036
US National,4 wk ahead,Bin,percent,3.8,3.9,0.001027028
US National,4 wk ahead,Bin,percent,3.9,4,0.000524338
US National,4 wk ahead,Bin,percent,4,4.1,0.000524338
US National,4 wk ahead,Bin,percent,4.1,4.2,0.000524338
US National,4 wk ahead,Bin,percent,4.2,4.3,0.000524338
US National,4 wk ahead,Bin,percent,4.3,4.4,0.000524338
US National,4 wk ahead,Bin,percent,4.4,4.5,0.000524338
US National,4 wk ahead,Bin,percent,4.5,4.6,0.000524338
US National,4 wk ahead,Bin,percent,4.6,4.7,0.000524338
US National,4 wk ahead,Bin,percent,4.7,4.8,0.000524338
US National,4 wk ahead,Bin,percent,4.8,4.9,0.000524338
US National,4 wk ahead,Bin,percent,4.9,5,0.000524338
US National,4 wk ahead,Bin,percent,5,5.1,0.000524338
US National,4 wk ahead,Bin,percent,5.1,5.2,0.000524338
US National,4 wk ahead,Bin,percent,5.2,5.3,0.000524338
US National,4 wk ahead,Bin,percent,5.3,5.4,0.000524338
US National,4 wk ahead,Bin,percent,5.4,5.5,0.000524338
US National,4 wk ahead,Bin,percent,5.5,5.6,0.000524338
US National,4 wk ahead,Bin,percent,5.6,5.7,0.000524338
US National,4 wk ahead,Bin,percent,5.7,5.8,0.000524338
US National,4 wk ahead,Bin,percent,5.8,5.9,0.000524338
US National,4 wk ahead,Bin,percent,5.9,6,0.000524338
US National,4 wk ahead,Bin,percent,6,6.1,0.000524338
US National,4 wk ahead,Bin,percent,6.1,6.2,0.000524338
US National,4 wk ahead,Bin,percent,6.2,6.3,0.000524338
US National,4 wk ahead,Bin,percent,6.3,6.4,0.000524338
US National,4 wk ahead,Bin,percent,6.4,6.5,0.000524338
US National,4 wk ahead,Bin,percent,6.5,6.6,0.000524338
US National,4 wk ahead,Bin,percent,6.6,6.7,0.000524338
US National,4 wk ahead,Bin,percent,6.7,6.8,0.000524338
US National,4 wk ahead,Bin,percent,6.8,6.9,0.000524338
US National,4 wk ahead,Bin,percent,6.9,7,0.000524338
US National,4 wk ahead,Bin,percent,7,7.1,0.000524338
US National,4 wk ahead,Bin,percent,7.1,7.2,0.000524338
US National,4 wk ahead,Bin,percent,7.2,7.3,0.000524338
US National,4 wk ahead,Bin,percent,7.3,7.4,0.000524338
US National,4 wk ahead,Bin,percent,7.4,7.5,0.000524338
US National,4 wk ahead,Bin,percent,7.5,7.6,0.000524338
US National,4 wk ahead,Bin,percent,7.6,7.7,0.000524338
US National,4 wk ahead,Bin,percent,7.7,7.8,0.000524338
US National,4 wk ahead,Bin,percent,7.8,7.9,0.000524338
US National,4 wk ahead,Bin,percent,7.9,8,0.000524338
US National,4 wk ahead,Bin,percent,8,8.1,0.000524338
US National,4 wk ahead,Bin,percent,8.1,8.2,0.000524338
US National,4 wk ahead,Bin,percent,8.2,8.3,0.000524338
US National,4 wk ahead,Bin,percent,8.3,8.4,0.000524338
US National,4 wk ahead,Bin,percent,8.4,8.5,0.000524338
US National,4 wk ahead,Bin,percent,8.5,8.6,0.000524338
US National,4 wk ahead,Bin,percent,8.6,8.7,0.000524338
US National,4 wk ahead,Bin,percent,8.7,8.8,0.000524338
US National,4 wk ahead,Bin,percent,8.8,8.9,0.000524338
US National,4 wk ahead,Bin,percent,8.9,9,0.000524338
US National,4 wk ahead,Bin,percent,9,9.1,0.000524338
US National,4 wk ahead,Bin,percent,9.1,9.2,0.000524338
US National,4 wk ahead,Bin,percent,9.2,9.3,0.000524338
US National,4 wk ahead,Bin,percent,9.3,9.4,0.000524338
US National,4 wk ahead,Bin,percent,9.4,9.5,0.000524338
US National,4 wk ahead,Bin,percent,9.5,9.6,0.000524338
US National,4 wk ahead,Bin,percent,9.6,9.7,0.000524338
US National,4 wk ahead,Bin,percent,9.7,9.8,0.000524338
US National,4 wk ahead,Bin,percent,9.8,9.9,0.000524338
US National,4 wk ahead,Bin,percent,9.9,10,0.000524338
US National,4 wk ahead,Bin,percent,10,10.1,0.000524338
US National,4 wk ahead,Bin,percent,10.1,10.2,0.000524338
US National,4 wk ahead,Bin,percent,10.2,10.3,0.000524338
US National,4 wk ahead,Bin,percent,10.3,10.4,0.000524338
US National,4 wk ahead,Bin,percent,10.4,10.5,0.000524338
US National,4 wk ahead,Bin,percent,10.5,10.6,0.000524338
US National,4 wk ahead,Bin,percent,10.6,10.7,0.000524338
US National,4 wk ahead,Bin,percent,10.7,10.8,0.000524338
US National,4 wk ahead,Bin,percent,10.8,10.9,0.000524338
US National,4 wk ahead,Bin,percent,10.9,11,0.000524338
US National,4 wk ahead,Bin,percent,11,11.1,0.000524338
US National,4 wk ahead,Bin,percent,11.1,11.2,0.000524338
US National,4 wk ahead,Bin,percent,11.2,11.3,0.000524338
US National,4 wk ahead,Bin,percent,11.3,11.4,0.000524338
US National,4 wk ahead,Bin,percent,11.4,11.5,0.000524338
US National,4 wk ahead,Bin,percent,11.5,11.6,0.000524338
US National,4 wk ahead,Bin,percent,11.6,11.7,0.000524338
US National,4 wk ahead,Bin,percent,11.7,11.8,0.000524338
US National,4 wk ahead,Bin,percent,11.8,11.9,0.000524338
US National,4 wk ahead,Bin,percent,11.9,12,0.000524338
US National,4 wk ahead,Bin,percent,12,12.1,0.000524338
US National,4 wk ahead,Bin,percent,12.1,12.2,0.000524338
US National,4 wk ahead,Bin,percent,12.2,12.3,0.000524338
US National,4 wk ahead,Bin,percent,12.3,12.4,0.000524338
US National,4 wk ahead,Bin,percent,12.4,12.5,0.000524338
US National,4 wk ahead,Bin,percent,12.5,12.6,0.000524338
US National,4 wk ahead,Bin,percent,12.6,12.7,0.000524338
US National,4 wk ahead,Bin,percent,12.7,12.8,0.000524338
US National,4 wk ahead,Bin,percent,12.8,12.9,0.000524338
US National,4 wk ahead,Bin,percent,12.9,13,0.000524338
US National,4 wk ahead,Bin,percent,13,100,0.000524338
HHS Region 1,Season onset,Point,week,NA,NA,48
HHS Region 1,Season onset,Bin,week,40,41,0.00282
HHS Region 1,Season onset,Bin,week,41,42,0.00282
HHS Region 1,Season onset,Bin,week,42,43,0.00282
HHS Region 1,Season onset,Bin,week,43,44,0.00282
HHS Region 1,Season onset,Bin,week,44,45,0.00282
HHS Region 1,Season onset,Bin,week,45,46,0.00282
HHS Region 1,Season onset,Bin,week,46,47,0.00282
HHS Region 1,Season onset,Bin,week,47,48,0.0408
HHS Region 1,Season onset,Bin,week,48,49,0.09799
HHS Region 1,Season onset,Bin,week,49,50,0.12304
HHS Region 1,Season onset,Bin,week,50,51,0.11429
HHS Region 1,Season onset,Bin,week,51,52,0.09242
HHS Region 1,Season onset,Bin,week,52,53,0.07405
HHS Region 1,Season onset,Bin,week,1,2,0.05305
HHS Region 1,Season onset,Bin,week,2,3,0.042
HHS Region 1,Season onset,Bin,week,3,4,0.03174
HHS Region 1,Season onset,Bin,week,4,5,0.02315
HHS Region 1,Season onset,Bin,week,5,6,0.01376
HHS Region 1,Season onset,Bin,week,6,7,0.0101
HHS Region 1,Season onset,Bin,week,7,8,0.00779
HHS Region 1,Season onset,Bin,week,8,9,0.00485
HHS Region 1,Season onset,Bin,week,9,10,0.00294
HHS Region 1,Season onset,Bin,week,10,11,0.00282
HHS Region 1,Season onset,Bin,week,11,12,0.00282
HHS Region 1,Season onset,Bin,week,12,13,0.00282
HHS Region 1,Season onset,Bin,week,13,14,0.00282
HHS Region 1,Season onset,Bin,week,14,15,0.00282
HHS Region 1,Season onset,Bin,week,15,16,0.00282
HHS Region 1,Season onset,Bin,week,16,17,0.00282
HHS Region 1,Season onset,Bin,week,17,18,0.00282
HHS Region 1,Season onset,Bin,week,18,19,0.00282
HHS Region 1,Season onset,Bin,week,19,20,0.00282
HHS Region 1,Season onset,Bin,week,20,21,0.00282
HHS Region 1,Season onset,Bin,week,none,none,0.21729
HHS Region 1,Season peak week,Point,week,NA,NA,5
HHS Region 1,Season peak week,Bin,week,40,41,0.00287
HHS Region 1,Season peak week,Bin,week,41,42,0.00287
HHS Region 1,Season peak week,Bin,week,42,43,0.00287
HHS Region 1,Season peak week,Bin,week,43,44,0.00287
HHS Region 1,Season peak week,Bin,week,44,45,0.00287
HHS Region 1,Season peak week,Bin,week,45,46,0.00567
HHS Region 1,Season peak week,Bin,week,46,47,0.00287
HHS Region 1,Season peak week,Bin,week,47,48,0.00478
HHS Region 1,Season peak week,Bin,week,48,49,0.00583
HHS Region 1,Season peak week,Bin,week,49,50,0.00859
HHS Region 1,Season peak week,Bin,week,50,51,0.01539
HHS Region 1,Season peak week,Bin,week,51,52,0.023
HHS Region 1,Season peak week,Bin,week,52,53,0.0354
HHS Region 1,Season peak week,Bin,week,1,2,0.05233
HHS Region 1,Season peak week,Bin,week,2,3,0.0695
HHS Region 1,Season peak week,Bin,week,3,4,0.09064
HHS Region 1,Season peak week,Bin,week,4,5,0.10263
HHS Region 1,Season peak week,Bin,week,5,6,0.10878
HHS Region 1,Season peak week,Bin,week,6,7,0.10109
HHS Region 1,Season peak week,Bin,week,7,8,0.09347
HHS Region 1,Season peak week,Bin,week,8,9,0.08262
HHS Region 1,Season peak week,Bin,week,9,10,0.05945
HHS Region 1,Season peak week,Bin,week,10,11,0.0418
HHS Region 1,Season peak week,Bin,week,11,12,0.029
HHS Region 1,Season peak week,Bin,week,12,13,0.01766
HHS Region 1,Season peak week,Bin,week,13,14,0.01037
HHS Region 1,Season peak week,Bin,week,14,15,0.00664
HHS Region 1,Season peak week,Bin,week,15,16,0.00381
HHS Region 1,Season peak week,Bin,week,16,17,0.00287
HHS Region 1,Season peak week,Bin,week,17,18,0.00287
HHS Region 1,Season peak week,Bin,week,18,19,0.00287
HHS Region 1,Season peak week,Bin,week,19,20,0.00287
HHS Region 1,Season peak week,Bin,week,20,21,0.00287
HHS Region 1,Season peak percentage,Point,percent,NA,NA,2.1
HHS Region 1,Season peak percentage,Bin,percent,0,0.1,0.00052767
HHS Region 1,Season peak percentage,Bin,percent,0.1,0.2,0.00052767
HHS Region 1,Season peak percentage,Bin,percent,0.2,0.3,0.00052767
HHS Region 1,Season peak percentage,Bin,percent,0.3,0.4,0.00052767
